instance,instance_path,customers,instance_type,solver,solver_parallel_jobs,status,time_sec,solution_found,evs,distance,error
RC249_C10x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_10/RC249_C10x_n.txt,10,Mixed,ALNS,1,ok,0.26932793100058916,True,2,526.0250005772729,
RC249_C10x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_10/RC249_C10x_n.txt,10,Mixed,ClarkeWright,1,ok,0.0011615779985731933,True,2,560.655798770285,
RC250_C10x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_10/RC250_C10x_n.txt,10,Mixed,ALNS,1,ok,0.5285525350009266,True,1,613.8098917675354,
RC250_C10x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_10/RC250_C10x_n.txt,10,Mixed,ClarkeWright,1,ok,0.001190181999845663,True,3,542.818310741175,
C101_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C101_21x.txt,100,Clustered,ALNS,1,ok,4.370201467998413,True,15,1244.4997098755991,
C101_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C101_21x.txt,100,Clustered,ClarkeWright,1,ok,0.0334154900010617,True,26,1384.825812457766,
C102_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C102_21x.txt,100,Clustered,ALNS,1,ok,3.552852216998872,True,13,1264.4814126564897,
C102_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C102_21x.txt,100,Clustered,ClarkeWright,1,ok,0.02431569100008346,True,24,1345.130819917593,
C103_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C103_21x.txt,100,Clustered,ALNS,1,ok,4.69569767899884,True,13,1244.0822470161124,
C103_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C103_21x.txt,100,Clustered,ClarkeWright,1,ok,0.03701579699918511,True,22,1285.9189119281466,
C104_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C104_21x.txt,100,Clustered,ALNS,1,ok,6.33296086900009,True,12,1160.9389794350316,
C104_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C104_21x.txt,100,Clustered,ClarkeWright,1,ok,0.02750199900037842,True,17,1166.6106556699049,
C105_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C105_21x.txt,100,Clustered,ALNS,1,ok,3.003991188001237,True,14,1270.074322254071,
C105_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C105_21x.txt,100,Clustered,ClarkeWright,1,ok,0.025404874002560973,True,24,1340.6710044255751,
C106_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C106_21x.txt,100,Clustered,ALNS,1,ok,3.150846933000139,True,14,1247.2268265251382,
C106_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C106_21x.txt,100,Clustered,ClarkeWright,1,ok,0.027302834001602605,True,23,1291.2941700916176,
C107_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C107_21x.txt,100,Clustered,ALNS,1,ok,5.658215516999917,True,14,1251.4093523857766,
C107_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C107_21x.txt,100,Clustered,ClarkeWright,1,ok,0.04659073699804139,True,22,1287.5689690486965,
C108_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C108_21x.txt,100,Clustered,ALNS,1,ok,3.225788769999781,True,13,1236.7526124075428,
C108_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C108_21x.txt,100,Clustered,ClarkeWright,1,ok,0.019699836000654614,True,21,1253.1381589430298,
C109_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C109_21x.txt,100,Clustered,ALNS,1,ok,4.687944256002083,True,13,1179.174313539956,
C109_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C109_21x.txt,100,Clustered,ClarkeWright,1,ok,0.028794980997190578,True,18,1204.51603210073,
C110_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C110_21x_n.txt,100,Clustered,ALNS,1,ok,3.9143318129972613,True,15,1320.3423305305118,
C110_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C110_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03732687500087195,True,24,1394.1122165644342,
C111_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C111_21x_n.txt,100,Clustered,ALNS,1,ok,4.117579288002162,True,15,1184.0645650150125,
C111_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C111_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.02712318200065056,True,24,1295.9481710564764,
C112_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C112_21x_n.txt,100,Clustered,ALNS,1,ok,5.456906485000218,True,15,1237.4329310831922,
C112_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C112_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03143328799706069,True,23,1299.6858250554865,
C113_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C113_21x_n.txt,100,Clustered,ALNS,1,ok,4.158119244002592,True,16,1452.553904753552,
C113_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C113_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03502534799918067,True,25,1366.3035420519752,
C114_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C114_21x_n.txt,100,Clustered,ALNS,1,ok,3.986980202000268,True,14,1320.0697095062785,
C114_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C114_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.020178205999400234,True,21,1196.3500611111629,
C115_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C115_21x_n.txt,100,Clustered,ALNS,1,ok,4.442400539999653,True,14,1238.6805589630574,
C115_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C115_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.04752498499874491,True,23,1251.7532621481978,
C116_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C116_21x_n.txt,100,Clustered,ALNS,1,ok,5.7825916379988485,True,14,1275.543448299291,
C116_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C116_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03431766200083075,True,23,1279.6095022350119,
C117_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C117_21x_n.txt,100,Clustered,ALNS,1,ok,4.357235499002854,True,14,1311.7529682483805,
C117_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C117_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03199825499905273,True,25,1332.7963829332389,
C118_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C118_21x_n.txt,100,Clustered,ALNS,1,ok,3.3492591440008255,True,14,1439.5833964055516,
C118_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C118_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.043781518998002866,True,24,1335.4328139417585,
C119_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C119_21x_n.txt,100,Clustered,ALNS,1,ok,4.355277781000041,True,15,1310.6074598183823,
C119_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C119_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.037274494003213476,True,24,1306.868015102048,
C120_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C120_21x_n.txt,100,Clustered,ALNS,1,ok,4.803142087999731,True,16,1326.5480495213606,
C120_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C120_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.05827645799945458,True,24,1354.9515640293225,
C121_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C121_21x_n.txt,100,Clustered,ALNS,1,ok,2.635255506997055,True,16,1462.4485854202396,
C121_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C121_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.02198704500187887,True,24,1402.2515593343705,
C122_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C122_21x_n.txt,100,Clustered,ALNS,1,ok,3.573890014002245,True,14,1301.7855038965117,
C122_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C122_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.017809881999710342,True,25,1239.5313282189754,
C123_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C123_21x_n.txt,100,Clustered,ALNS,1,ok,5.085898705998261,True,15,1392.070122122038,
C123_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C123_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.04309464900143212,True,21,1351.4973765114453,
C124_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C124_21x_n.txt,100,Clustered,ALNS,1,ok,2.8827684649986622,True,15,1331.287693914257,
C124_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C124_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.019943259001593105,True,22,1295.6394773841262,
C125_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C125_21x_n.txt,100,Clustered,ALNS,1,ok,4.038836560997879,True,15,1347.9926572197978,
C125_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C125_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.04466775200125994,True,25,1334.6717605472115,
C126_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C126_21x_n.txt,100,Clustered,ALNS,1,ok,4.124689068001317,True,15,1321.8196046937567,
C126_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C126_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03206714699990698,True,22,1218.139880360127,
C127_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C127_21x_n.txt,100,Clustered,ALNS,1,ok,4.5157714009983465,True,14,1293.6168137786776,
C127_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C127_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.1420405569988361,True,25,1374.4172952844024,
C128_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C128_21x_n.txt,100,Clustered,ALNS,1,ok,5.046273095998913,True,15,1312.4033975760958,
C128_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C128_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.028294461997575127,True,25,1343.470604886835,
C129_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C129_21x_n.txt,100,Clustered,ALNS,1,ok,4.493510092997894,True,15,1232.156769739032,
C129_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C129_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.05615897600000608,True,22,1204.3363078873103,
C130_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C130_21x_n.txt,100,Clustered,ALNS,1,ok,4.5398010659992,True,14,1219.6598165502476,
C130_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C130_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03776768999887281,True,25,1334.931462737063,
C131_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C131_21x_n.txt,100,Clustered,ALNS,1,ok,4.079152062000503,True,16,1386.6068608248777,
C131_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C131_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.0272353740001563,True,24,1299.6826752803588,
C132_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C132_21x_n.txt,100,Clustered,ALNS,1,ok,5.410392183999647,True,15,1312.8193639169392,
C132_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C132_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.02795527299895184,True,23,1329.9923455447258,
C133_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C133_21x_n.txt,100,Clustered,ALNS,1,ok,4.185779446001106,True,15,1302.4867165037106,
C133_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C133_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.027112096999189816,True,22,1264.3054008963345,
C134_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C134_21x_n.txt,100,Clustered,ALNS,1,ok,3.2531898420020298,True,15,1302.6386220687402,
C134_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C134_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.026865206000366015,True,24,1360.14619426525,
C135_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C135_21x_n.txt,100,Clustered,ALNS,1,ok,4.206264389002172,True,15,1284.2466502003538,
C135_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C135_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.029283034997206414,True,23,1373.35437768268,
C136_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C136_21x_n.txt,100,Clustered,ALNS,1,ok,4.475780054999632,True,16,1421.70219064091,
C136_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C136_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.02823093400002108,True,25,1349.0208969539196,
C137_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C137_21x_n.txt,100,Clustered,ALNS,1,ok,2.9751201030012453,True,14,1326.3487798508727,
C137_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C137_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.017299211001954973,True,22,1296.046693252915,
C138_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C138_21x_n.txt,100,Clustered,ALNS,1,ok,2.9648557399996207,True,15,1357.4597512486632,
C138_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C138_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.022165039998071734,True,24,1392.3827496331892,
C139_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C139_21x_n.txt,100,Clustered,ALNS,1,ok,5.153669652001554,True,16,1304.4830614319283,
C139_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C139_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.022606318998441566,True,25,1262.3212827649324,
C140_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C140_21x_n.txt,100,Clustered,ALNS,1,ok,3.7112011299977894,True,14,1140.0485002002727,
C140_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C140_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.026817169000423746,True,24,1289.6770777844138,
C141_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C141_21x_n.txt,100,Clustered,ALNS,1,ok,3.966934775999107,True,14,1337.0172810844483,
C141_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C141_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03588436500285752,True,24,1340.7406089684814,
C142_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C142_21x_n.txt,100,Clustered,ALNS,1,ok,3.56254509000064,True,15,1418.6858934587242,
C142_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C142_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.02850300199861522,True,24,1396.78438351666,
C143_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C143_21x_n.txt,100,Clustered,ALNS,1,ok,4.528408358000888,True,14,1296.3280306704619,
C143_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C143_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03208819200153812,True,24,1421.9036359299362,
C144_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C144_21x_n.txt,100,Clustered,ALNS,1,ok,5.830155589999777,True,14,1194.7162986318376,
C144_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C144_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.036627878002036596,True,24,1250.1286872067349,
C145_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C145_21x_n.txt,100,Clustered,ALNS,1,ok,4.298307598997781,True,14,1318.8470830159174,
C145_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C145_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.026267514000210213,True,23,1284.6863086534945,
C146_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C146_21x_n.txt,100,Clustered,ALNS,1,ok,3.948733947996516,True,16,1397.3170419676023,
C146_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C146_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.031280003997380845,True,24,1349.0517759250497,
C147_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C147_21x_n.txt,100,Clustered,ALNS,1,ok,4.121826266000426,True,17,1269.513574629526,
C147_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C147_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03601301299931947,True,24,1344.2274246556012,
C148_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C148_21x_n.txt,100,Clustered,ALNS,1,ok,5.057759275001445,True,15,1237.5208859294405,
C148_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C148_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.029144128002371872,True,25,1320.4106726079576,
C149_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C149_21x_n.txt,100,Clustered,ALNS,1,ok,4.240626902999793,True,15,1196.0637910514201,
C149_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C149_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.022702674999891315,True,22,1235.5167283572537,
C150_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C150_21x_n.txt,100,Clustered,ALNS,1,ok,3.5041344849996676,True,15,1251.163361017616,
C150_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C150_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03278116599904024,True,24,1343.8985584956367,
C201_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C201_21x.txt,100,Clustered,ALNS,1,ok,11.164432040000975,True,7,1039.3252226922805,
C201_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C201_21x.txt,100,Clustered,ClarkeWright,1,ok,0.02629779999915627,True,13,1145.126856082769,
C202_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C202_21x.txt,100,Clustered,ALNS,1,ok,11.661816351999732,True,8,1001.3151432186419,
C202_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C202_21x.txt,100,Clustered,ClarkeWright,1,ok,0.03658620299756876,True,14,1188.1221067870897,
C203_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C203_21x.txt,100,Clustered,ALNS,1,ok,9.305453756998759,True,7,1041.9605825420945,
C203_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C203_21x.txt,100,Clustered,ClarkeWright,1,ok,0.030607775999669684,True,15,1169.146458966581,
C204_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C204_21x.txt,100,Clustered,ALNS,1,ok,9.961519077001867,True,7,996.4880947854908,
C204_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C204_21x.txt,100,Clustered,ClarkeWright,1,ok,0.032097666000481695,True,13,1112.4223248446854,
C205_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C205_21x.txt,100,Clustered,ALNS,1,ok,12.029453662999003,True,8,1062.8220935368538,
C205_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C205_21x.txt,100,Clustered,ClarkeWright,1,ok,0.042485530000703875,True,11,1138.0192191085882,
C206_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C206_21x.txt,100,Clustered,ALNS,1,ok,7.8474014309977065,True,7,1036.1852202717037,
C206_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C206_21x.txt,100,Clustered,ClarkeWright,1,ok,0.026576756001304602,True,12,1119.6900155162625,
C207_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C207_21x.txt,100,Clustered,ALNS,1,ok,8.836247928000375,True,8,1058.1031985379761,
C207_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C207_21x.txt,100,Clustered,ClarkeWright,1,ok,0.03356891699877451,True,11,1123.7124954954077,
C208_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C208_21x.txt,100,Clustered,ALNS,1,ok,11.447398120002617,True,8,1026.1048207749016,
C208_21x.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C208_21x.txt,100,Clustered,ClarkeWright,1,ok,0.03390851299991482,True,11,1118.2073536890928,
C209_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C209_21x_n.txt,100,Clustered,ALNS,1,ok,8.96098692599844,True,8,1128.1156681449297,
C209_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C209_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.017277783001190983,True,18,1121.6895496956447,
C210_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C210_21x_n.txt,100,Clustered,ALNS,1,ok,10.543572042999585,True,9,1144.424929560317,
C210_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C210_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.023003968999546487,True,21,1274.9054306015958,
C211_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C211_21x_n.txt,100,Clustered,ALNS,1,ok,8.619977369999106,True,9,1202.126905736748,
C211_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C211_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.03840448000119068,True,17,1289.1241154238626,
C212_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C212_21x_n.txt,100,Clustered,ALNS,1,ok,7.628280541001004,True,9,1148.6694033152114,
C212_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C212_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.01996854900062317,True,20,1196.5379216025613,
C213_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C213_21x_n.txt,100,Clustered,ALNS,1,ok,7.959515441001713,True,9,1122.3597091178408,
C213_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C213_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.032281174997478956,True,18,1234.6453145150142,
C214_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C214_21x_n.txt,100,Clustered,ALNS,1,ok,10.223760453998693,True,9,1148.5709638006936,
C214_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C214_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.033791288999054814,True,20,1234.2833793222912,
C215_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C215_21x_n.txt,100,Clustered,ALNS,1,ok,8.060587554002268,True,9,1223.1722799583167,
C215_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C215_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.024561735001043417,True,16,1141.3750287076805,
C216_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C216_21x_n.txt,100,Clustered,ALNS,1,ok,5.84636689099716,True,9,1130.496819756101,
C216_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C216_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.014899000998411793,True,22,1245.9697932306024,
C217_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C217_21x_n.txt,100,Clustered,ALNS,1,ok,7.257897243001935,True,9,1180.8730138192793,
C217_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C217_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.020897170001262566,True,20,1152.4650373452948,
C218_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C218_21x_n.txt,100,Clustered,ALNS,1,ok,11.144541519002814,True,9,1137.3949959446754,
C218_21x_n.txt,/home/vast/2E-EVRP_Clarke-Wright_vs_EA/data/Customer_100/C218_21x_n.txt,100,Clustered,ClarkeWright,1,ok,0.022034053999959724,True,21,1287.8983685356686,
